"","State","Year","variable","value"
"773","ID",1978,"Fatalities",0
"774","ID",1979,"Fatalities",0
"775","ID",1980,"Fatalities",0
"776","ID",1981,"Fatalities",0
"777","ID",1982,"Fatalities",0
"778","ID",1983,"Fatalities",0
"779","ID",1984,"Fatalities",0
"780","ID",1985,"Fatalities",0
"781","ID",1986,"Fatalities",3
"782","ID",1987,"Fatalities",0
"783","ID",1988,"Fatalities",2
"784","ID",1989,"Fatalities",1
"785","ID",1990,"Fatalities",0
"786","ID",1991,"Fatalities",0
"787","ID",1992,"Fatalities",2
"788","ID",1993,"Fatalities",3
"789","ID",1994,"Fatalities",1
"790","ID",1995,"Fatalities",4
"791","ID",1996,"Fatalities",2
"792","ID",1997,"Fatalities",3
"793","ID",1998,"Fatalities",2
"794","ID",1999,"Fatalities",0
"795","ID",2000,"Fatalities",1
"796","ID",2001,"Fatalities",1
"797","ID",2002,"Fatalities",8
"798","ID",2003,"Fatalities",4
"799","ID",2004,"Fatalities",6
"800","ID",2005,"Fatalities",2
"801","ID",2006,"Fatalities",1
"802","ID",2007,"Fatalities",1
"803","ID",2008,"Fatalities",2
"804","ID",2009,"Fatalities",3
"805","ID",2010,"Fatalities",5
"806","ID",2011,"Fatalities",1
"807","IL",1950,"Fatalities",3
"808","IL",1951,"Fatalities",2
"809","IL",1952,"Fatalities",0
"810","IL",1953,"Fatalities",1
"811","IL",1954,"Fatalities",1
"812","IL",1955,"Fatalities",0
"813","IL",1956,"Fatalities",8
"814","IL",1957,"Fatalities",15
"815","IL",1958,"Fatalities",2
"816","IL",1959,"Fatalities",1
"817","IL",1960,"Fatalities",0
"818","IL",1961,"Fatalities",2
"819","IL",1962,"Fatalities",0
"820","IL",1963,"Fatalities",2
"821","IL",1964,"Fatalities",0
"822","IL",1965,"Fatalities",8
"823","IL",1966,"Fatalities",1
"824","IL",1967,"Fatalities",59
"825","IL",1968,"Fatalities",8
"826","IL",1969,"Fatalities",0
"827","IL",1970,"Fatalities",0
"828","IL",1971,"Fatalities",1
"829","IL",1972,"Fatalities",5
"830","IL",1973,"Fatalities",0
"831","IL",1974,"Fatalities",2
"832","IL",1975,"Fatalities",2
"833","IL",1976,"Fatalities",4
"834","IL",1977,"Fatalities",6
"835","IL",1978,"Fatalities",1
"836","IL",1979,"Fatalities",0
"837","IL",1980,"Fatalities",0
"838","IL",1981,"Fatalities",1
"839","IL",1982,"Fatalities",13
"840","IL",1983,"Fatalities",2
"841","IL",1984,"Fatalities",2
"842","IL",1985,"Fatalities",1
"843","IL",1986,"Fatalities",1
"844","IL",1987,"Fatalities",2
"845","IL",1988,"Fatalities",2
"846","IL",1989,"Fatalities",1
"847","IL",1990,"Fatalities",32
"848","IL",1991,"Fatalities",3
"849","IL",1992,"Fatalities",0
"850","IL",1993,"Fatalities",1
"851","IL",1994,"Fatalities",5
"852","IL",1995,"Fatalities",635
"853","IL",1996,"Fatalities",19
"854","IL",1997,"Fatalities",46
"855","IL",1998,"Fatalities",21
"856","IL",1999,"Fatalities",147
"857","IL",2000,"Fatalities",9
"858","IL",2001,"Fatalities",44
"859","IL",2002,"Fatalities",52
"860","IL",2003,"Fatalities",11
"861","IL",2004,"Fatalities",28
"862","IL",2005,"Fatalities",15
"863","IL",2006,"Fatalities",52
"864","IL",2007,"Fatalities",26
"865","IL",2008,"Fatalities",33
"866","IL",2009,"Fatalities",24
"867","IL",2010,"Fatalities",25
"868","IL",2011,"Fatalities",34
"869","IN",1950,"Fatalities",0
"870","IN",1951,"Fatalities",0
"871","IN",1952,"Fatalities",0
"872","IN",1953,"Fatalities",2
"873","IN",1954,"Fatalities",2
"874","IN",1955,"Fatalities",0
"875","IN",1956,"Fatalities",1
"876","IN",1957,"Fatalities",0
"877","IN",1958,"Fatalities",0
"878","IN",1959,"Fatalities",0
"879","IN",1960,"Fatalities",0
"880","IN",1961,"Fatalities",1
"881","IN",1962,"Fatalities",0
"882","IN",1963,"Fatalities",2
"883","IN",1964,"Fatalities",0
"884","IN",1965,"Fatalities",137
"885","IN",1966,"Fatalities",0
"886","IN",1967,"Fatalities",0
"887","IN",1968,"Fatalities",1
"888","IN",1969,"Fatalities",0
"889","IN",1970,"Fatalities",0
"890","IN",1971,"Fatalities",1
"891","IN",1972,"Fatalities",0
"892","IN",1973,"Fatalities",0
"893","IN",1974,"Fatalities",47
"894","IN",1975,"Fatalities",0
"895","IN",1976,"Fatalities",4
"896","IN",1977,"Fatalities",1
"897","IN",1978,"Fatalities",0
"898","IN",1979,"Fatalities",1
"899","IN",1980,"Fatalities",5
"900","IN",1981,"Fatalities",0
"901","IN",1982,"Fatalities",0
"902","IN",1983,"Fatalities",0
"903","IN",1984,"Fatalities",0
"904","IN",1985,"Fatalities",0
"905","IN",1986,"Fatalities",1
"906","IN",1987,"Fatalities",0
"907","IN",1988,"Fatalities",1
"908","IN",1989,"Fatalities",1
"909","IN",1990,"Fatalities",12
"910","IN",1991,"Fatalities",2
"911","IN",1992,"Fatalities",0
"912","IN",1993,"Fatalities",2
"913","IN",1994,"Fatalities",8
"914","IN",1995,"Fatalities",26
"915","IN",1996,"Fatalities",6
"916","IN",1997,"Fatalities",1
"917","IN",1998,"Fatalities",7
"918","IN",1999,"Fatalities",7
"919","IN",2000,"Fatalities",3
"920","IN",2001,"Fatalities",7
"921","IN",2002,"Fatalities",0
"922","IN",2003,"Fatalities",5
"923","IN",2004,"Fatalities",6
"924","IN",2005,"Fatalities",29
"925","IN",2006,"Fatalities",6
"926","IN",2007,"Fatalities",4
"927","IN",2008,"Fatalities",29
"928","IN",2009,"Fatalities",1
"929","IN",2010,"Fatalities",9
"930","IN",2011,"Fatalities",13
"931","KS",1950,"Fatalities",1
"932","KS",1951,"Fatalities",8
"933","KS",1952,"Fatalities",0
"934","KS",1953,"Fatalities",0
"935","KS",1954,"Fatalities",0
"936","KS",1955,"Fatalities",81
"937","KS",1956,"Fatalities",3
"938","KS",1957,"Fatalities",7
"939","KS",1958,"Fatalities",15
"940","KS",1959,"Fatalities",1
"941","KS",1960,"Fatalities",1
"942","KS",1961,"Fatalities",0
"943","KS",1962,"Fatalities",0
"944","KS",1963,"Fatalities",0
"945","KS",1964,"Fatalities",4
"946","KS",1965,"Fatalities",0
"947","KS",1966,"Fatalities",17
"948","KS",1967,"Fatalities",2
"949","KS",1968,"Fatalities",0
"950","KS",1969,"Fatalities",0
"951","KS",1970,"Fatalities",0
"952","KS",1971,"Fatalities",0
"953","KS",1972,"Fatalities",0
"954","KS",1973,"Fatalities",6
"955","KS",1974,"Fatalities",6
"956","KS",1975,"Fatalities",0
"957","KS",1976,"Fatalities",0
"958","KS",1977,"Fatalities",0
"959","KS",1978,"Fatalities",19
"960","KS",1979,"Fatalities",0
"961","KS",1980,"Fatalities",0
"962","KS",1981,"Fatalities",1
"963","KS",1982,"Fatalities",3
"964","KS",1983,"Fatalities",1
"965","KS",1984,"Fatalities",5
"966","KS",1985,"Fatalities",1
"967","KS",1986,"Fatalities",0
"968","KS",1987,"Fatalities",0
"969","KS",1988,"Fatalities",0
"970","KS",1989,"Fatalities",3
"971","KS",1990,"Fatalities",2
"972","KS",1991,"Fatalities",20
"973","KS",1992,"Fatalities",0
"974","KS",1993,"Fatalities",3
"975","KS",1994,"Fatalities",4
"976","KS",1995,"Fatalities",2
"977","KS",1996,"Fatalities",6
"978","KS",1997,"Fatalities",10
"979","KS",1998,"Fatalities",12
"980","KS",1999,"Fatalities",12
"981","KS",2000,"Fatalities",10
"982","KS",2001,"Fatalities",9
"983","KS",2002,"Fatalities",2
"984","KS",2003,"Fatalities",21
"985","KS",2004,"Fatalities",5
"986","KS",2005,"Fatalities",8
"987","KS",2006,"Fatalities",5
"988","KS",2007,"Fatalities",17
"989","KS",2008,"Fatalities",8
"990","KS",2009,"Fatalities",7
"991","KS",2010,"Fatalities",0
"992","KS",2011,"Fatalities",8
"993","KY",1950,"Fatalities",0
"994","KY",1951,"Fatalities",1
"995","KY",1952,"Fatalities",0
"996","KY",1953,"Fatalities",0
"997","KY",1954,"Fatalities",0
"998","KY",1955,"Fatalities",0
"999","KY",1956,"Fatalities",1
"1000","KY",1957,"Fatalities",0
"1001","KY",1958,"Fatalities",0
"1002","KY",1959,"Fatalities",3
"1003","KY",1960,"Fatalities",0
"1004","KY",1961,"Fatalities",1
"1005","KY",1962,"Fatalities",0
"1006","KY",1963,"Fatalities",0
"1007","KY",1964,"Fatalities",3
"1008","KY",1965,"Fatalities",1
"1009","KY",1966,"Fatalities",0
"1010","KY",1967,"Fatalities",0
"1011","KY",1968,"Fatalities",7
"1012","KY",1969,"Fatalities",0
"1013","KY",1970,"Fatalities",0
"1014","KY",1971,"Fatalities",9
"1015","KY",1972,"Fatalities",0
"1016","KY",1973,"Fatalities",0
"1017","KY",1974,"Fatalities",72
"1018","KY",1975,"Fatalities",0
"1019","KY",1976,"Fatalities",1
"1020","KY",1977,"Fatalities",0
"1021","KY",1978,"Fatalities",0
"1022","KY",1979,"Fatalities",1
"1023","KY",1980,"Fatalities",2
"1024","KY",1981,"Fatalities",0
"1025","KY",1982,"Fatalities",0
"1026","KY",1983,"Fatalities",0
"1027","KY",1984,"Fatalities",0
"1028","KY",1985,"Fatalities",1
"1029","KY",1986,"Fatalities",1
"1030","KY",1987,"Fatalities",0
"1031","KY",1988,"Fatalities",1
"1032","KY",1989,"Fatalities",0
"1033","KY",1990,"Fatalities",0
"1034","KY",1991,"Fatalities",3
"1035","KY",1992,"Fatalities",1
"1036","KY",1993,"Fatalities",3
"1037","KY",1994,"Fatalities",0
"1038","KY",1995,"Fatalities",10
"1039","KY",1996,"Fatalities",5
"1040","KY",1997,"Fatalities",21
"1041","KY",1998,"Fatalities",12
"1042","KY",1999,"Fatalities",3
"1043","KY",2000,"Fatalities",7
"1044","KY",2001,"Fatalities",4
"1045","KY",2002,"Fatalities",2
"1046","KY",2003,"Fatalities",8
"1047","KY",2004,"Fatalities",7
"1048","KY",2005,"Fatalities",4
"1049","KY",2006,"Fatalities",8
"1050","KY",2007,"Fatalities",4
"1051","KY",2008,"Fatalities",9
"1052","KY",2009,"Fatalities",6
"1053","KY",2010,"Fatalities",10
"1054","KY",2011,"Fatalities",7
"1055","LA",1950,"Fatalities",29
"1056","LA",1951,"Fatalities",0
"1057","LA",1952,"Fatalities",4
"1058","LA",1953,"Fatalities",13
"1059","LA",1954,"Fatalities",2
"1060","LA",1955,"Fatalities",0
"1061","LA",1956,"Fatalities",0
"1062","LA",1957,"Fatalities",14
"1063","LA",1958,"Fatalities",0
"1064","LA",1959,"Fatalities",0
"1065","LA",1960,"Fatalities",0
"1066","LA",1961,"Fatalities",6
"1067","LA",1962,"Fatalities",2
"1068","LA",1963,"Fatalities",0
"1069","LA",1964,"Fatalities",22
"1070","LA",1965,"Fatalities",0
"1071","LA",1966,"Fatalities",0
"1072","LA",1967,"Fatalities",0
"1073","LA",1968,"Fatalities",0
"1074","LA",1969,"Fatalities",1
"1075","LA",1970,"Fatalities",1
"1076","LA",1971,"Fatalities",12
"1077","LA",1972,"Fatalities",0
"1078","LA",1973,"Fatalities",1
"1079","LA",1974,"Fatalities",3
"1080","LA",1975,"Fatalities",3
"1081","LA",1976,"Fatalities",1
"1082","LA",1977,"Fatalities",1
"1083","LA",1978,"Fatalities",4
"1084","LA",1979,"Fatalities",0
"1085","LA",1980,"Fatalities",2
"1086","LA",1981,"Fatalities",0
"1087","LA",1982,"Fatalities",0
"1088","LA",1983,"Fatalities",5
"1089","LA",1984,"Fatalities",1
"1090","LA",1985,"Fatalities",4
"1091","LA",1986,"Fatalities",0
"1092","LA",1987,"Fatalities",4
"1093","LA",1988,"Fatalities",1
"1094","LA",1989,"Fatalities",2
"1095","LA",1990,"Fatalities",1
"1096","LA",1991,"Fatalities",2
"1097","LA",1992,"Fatalities",3
"1098","LA",1993,"Fatalities",10
"1099","LA",1994,"Fatalities",1
"1100","LA",1995,"Fatalities",11
"1101","LA",1996,"Fatalities",8
"1102","LA",1997,"Fatalities",6
"1103","LA",1998,"Fatalities",27
"1104","LA",1999,"Fatalities",14
"1105","LA",2000,"Fatalities",21
"1106","LA",2001,"Fatalities",4
"1107","LA",2002,"Fatalities",8
"1108","LA",2003,"Fatalities",1
"1109","LA",2004,"Fatalities",3
"1110","LA",2005,"Fatalities",4
"1111","LA",2006,"Fatalities",9
"1112","LA",2007,"Fatalities",4
"1113","LA",2008,"Fatalities",10
"1114","LA",2009,"Fatalities",7
"1115","LA",2010,"Fatalities",6
"1116","LA",2011,"Fatalities",12
"1117","MA",1950,"Fatalities",0
"1118","MA",1951,"Fatalities",0
"1119","MA",1952,"Fatalities",0
"1120","MA",1953,"Fatalities",90
"1121","MA",1954,"Fatalities",0
"1122","MA",1955,"Fatalities",0
"1123","MA",1956,"Fatalities",0
"1124","MA",1957,"Fatalities",0
"1125","MA",1958,"Fatalities",1
"1126","MA",1959,"Fatalities",0
"1127","MA",1960,"Fatalities",0
"1128","MA",1961,"Fatalities",0
"1129","MA",1962,"Fatalities",0
"1130","MA",1963,"Fatalities",0
"1131","MA",1964,"Fatalities",0
"1132","MA",1965,"Fatalities",0
"1133","MA",1966,"Fatalities",0
"1134","MA",1967,"Fatalities",0
"1135","MA",1968,"Fatalities",0
"1136","MA",1969,"Fatalities",0
"1137","MA",1970,"Fatalities",1
"1138","MA",1971,"Fatalities",0
"1139","MA",1972,"Fatalities",1
"1140","MA",1973,"Fatalities",4
"1141","MA",1974,"Fatalities",0
"1142","MA",1975,"Fatalities",0
"1143","MA",1976,"Fatalities",0
"1144","MA",1977,"Fatalities",0
"1145","MA",1978,"Fatalities",0
"1146","MA",1979,"Fatalities",2
"1147","MA",1980,"Fatalities",0
"1148","MA",1981,"Fatalities",0
"1149","MA",1982,"Fatalities",0
"1150","MA",1983,"Fatalities",0
"1151","MA",1984,"Fatalities",0
"1152","MA",1985,"Fatalities",0
"1153","MA",1986,"Fatalities",0
"1154","MA",1987,"Fatalities",0
"1155","MA",1988,"Fatalities",0
"1156","MA",1989,"Fatalities",2
"1157","MA",1990,"Fatalities",0
"1158","MA",1991,"Fatalities",0
"1159","MA",1992,"Fatalities",0
"1160","MA",1993,"Fatalities",0
"1161","MA",1994,"Fatalities",1
"1162","MA",1995,"Fatalities",4
"1163","MA",1996,"Fatalities",2
"1164","MA",1997,"Fatalities",1
"1165","MA",1998,"Fatalities",5
"1166","MA",1999,"Fatalities",3
"1167","MA",2000,"Fatalities",1
"1168","MA",2001,"Fatalities",1
"1169","MA",2002,"Fatalities",0
"1170","MA",2003,"Fatalities",1
"1171","MA",2004,"Fatalities",1
"1172","MA",2005,"Fatalities",0
"1173","MA",2006,"Fatalities",6
"1174","MA",2007,"Fatalities",1
"1175","MA",2008,"Fatalities",2
"1176","MA",2009,"Fatalities",1
"1177","MA",2010,"Fatalities",2
"1178","MA",2011,"Fatalities",7
"1179","MD",1950,"Fatalities",0
"1180","MD",1951,"Fatalities",0
"1181","MD",1952,"Fatalities",0
"1182","MD",1953,"Fatalities",0
"1183","MD",1954,"Fatalities",0
"1184","MD",1955,"Fatalities",0
"1185","MD",1956,"Fatalities",0
"1186","MD",1957,"Fatalities",0
"1187","MD",1958,"Fatalities",0
"1188","MD",1959,"Fatalities",0
"1189","MD",1960,"Fatalities",0
"1190","MD",1961,"Fatalities",0
"1191","MD",1962,"Fatalities",0
"1192","MD",1963,"Fatalities",0
"1193","MD",1964,"Fatalities",0
"1194","MD",1965,"Fatalities",0
"1195","MD",1966,"Fatalities",0
"1196","MD",1967,"Fatalities",1
"1197","MD",1968,"Fatalities",0
"1198","MD",1969,"Fatalities",0
"1199","MD",1970,"Fatalities",0
"1200","MD",1971,"Fatalities",0
"1201","MD",1972,"Fatalities",0
"1202","MD",1973,"Fatalities",0
"1203","MD",1974,"Fatalities",0
"1204","MD",1975,"Fatalities",0
"1205","MD",1976,"Fatalities",0
"1206","MD",1977,"Fatalities",0
"1207","MD",1978,"Fatalities",0
"1208","MD",1979,"Fatalities",0
"1209","MD",1980,"Fatalities",0
"1210","MD",1981,"Fatalities",0
"1211","MD",1982,"Fatalities",0
"1212","MD",1983,"Fatalities",0
"1213","MD",1984,"Fatalities",1
"1214","MD",1985,"Fatalities",0
"1215","MD",1986,"Fatalities",1
"1216","MD",1987,"Fatalities",0
"1217","MD",1988,"Fatalities",0
"1218","MD",1989,"Fatalities",0
"1219","MD",1990,"Fatalities",2
"1220","MD",1991,"Fatalities",0
"1221","MD",1992,"Fatalities",0
"1222","MD",1993,"Fatalities",3
"1223","MD",1994,"Fatalities",1
"1224","MD",1995,"Fatalities",12
"1225","MD",1996,"Fatalities",6
"1226","MD",1997,"Fatalities",5
"1227","MD",1998,"Fatalities",4
"1228","MD",1999,"Fatalities",15
"1229","MD",2000,"Fatalities",5
"1230","MD",2001,"Fatalities",7
"1231","MD",2002,"Fatalities",54
"1232","MD",2003,"Fatalities",10
"1233","MD",2004,"Fatalities",4
"1234","MD",2005,"Fatalities",4
"1235","MD",2006,"Fatalities",15
"1236","MD",2007,"Fatalities",2
"1237","MD",2008,"Fatalities",1
"1238","MD",2009,"Fatalities",1
"1239","MD",2010,"Fatalities",6
"1240","MD",2011,"Fatalities",2
"1241","ME",1950,"Fatalities",0
"1242","ME",1951,"Fatalities",0
"1243","ME",1952,"Fatalities",0
"1244","ME",1953,"Fatalities",0
"1245","ME",1954,"Fatalities",1
"1246","ME",1955,"Fatalities",0
"1247","ME",1956,"Fatalities",0
"1248","ME",1957,"Fatalities",0
"1249","ME",1958,"Fatalities",0
"1250","ME",1959,"Fatalities",0
"1251","ME",1960,"Fatalities",0
"1252","ME",1961,"Fatalities",0
"1253","ME",1962,"Fatalities",0
"1254","ME",1963,"Fatalities",0
"1255","ME",1964,"Fatalities",0
"1256","ME",1965,"Fatalities",0
"1257","ME",1966,"Fatalities",0
"1258","ME",1967,"Fatalities",0
"1259","ME",1968,"Fatalities",0
"1260","ME",1969,"Fatalities",0
"1261","ME",1970,"Fatalities",0
"1262","ME",1971,"Fatalities",0
"1263","ME",1972,"Fatalities",0
"1264","ME",1973,"Fatalities",0
"1265","ME",1974,"Fatalities",0
"1266","ME",1975,"Fatalities",0
"1267","ME",1976,"Fatalities",0
"1268","ME",1977,"Fatalities",0
"1269","ME",1978,"Fatalities",0
"1270","ME",1979,"Fatalities",0
"1271","ME",1980,"Fatalities",0
"1272","ME",1981,"Fatalities",0
"1273","ME",1982,"Fatalities",0
"1274","ME",1983,"Fatalities",0
"1275","ME",1984,"Fatalities",0
"1276","ME",1985,"Fatalities",0
"1277","ME",1986,"Fatalities",0
"1278","ME",1987,"Fatalities",0
"1279","ME",1988,"Fatalities",0
"1280","ME",1989,"Fatalities",0
"1281","ME",1990,"Fatalities",0
"1282","ME",1991,"Fatalities",0
"1283","ME",1992,"Fatalities",0
"1284","ME",1993,"Fatalities",0
"1285","ME",1994,"Fatalities",2
"1286","ME",1995,"Fatalities",0
"1287","ME",1996,"Fatalities",1
"1288","ME",1997,"Fatalities",0
"1289","ME",1998,"Fatalities",5
"1290","ME",1999,"Fatalities",1
"1291","ME",2000,"Fatalities",1
"1292","ME",2001,"Fatalities",2
"1293","ME",2002,"Fatalities",2
"1294","ME",2003,"Fatalities",1
"1295","ME",2004,"Fatalities",0
"1296","ME",2005,"Fatalities",1
"1297","ME",2006,"Fatalities",2
"1298","ME",2007,"Fatalities",3
"1299","ME",2008,"Fatalities",2
"1300","ME",2009,"Fatalities",1
"1301","ME",2010,"Fatalities",0
"1302","ME",2011,"Fatalities",0
"1303","MI",1950,"Fatalities",0
"1304","MI",1951,"Fatalities",1
"1305","MI",1952,"Fatalities",0
"1306","MI",1953,"Fatalities",127
"1307","MI",1954,"Fatalities",0
"1308","MI",1955,"Fatalities",0
"1309","MI",1956,"Fatalities",24
"1310","MI",1957,"Fatalities",1
"1311","MI",1958,"Fatalities",0
"1312","MI",1959,"Fatalities",0
"1313","MI",1960,"Fatalities",0
"1314","MI",1961,"Fatalities",0
"1315","MI",1962,"Fatalities",0
"1316","MI",1963,"Fatalities",1
"1317","MI",1964,"Fatalities",11
"1318","MI",1965,"Fatalities",53
"1319","MI",1966,"Fatalities",0
"1320","MI",1967,"Fatalities",0
"1321","MI",1968,"Fatalities",1
"1322","MI",1969,"Fatalities",0
"1323","MI",1970,"Fatalities",0
"1324","MI",1971,"Fatalities",0
"1325","MI",1972,"Fatalities",0
"1326","MI",1973,"Fatalities",0
"1327","MI",1974,"Fatalities",3
"1328","MI",1975,"Fatalities",1
"1329","MI",1976,"Fatalities",3
"1330","MI",1977,"Fatalities",1
"1331","MI",1978,"Fatalities",0
"1332","MI",1979,"Fatalities",0
"1333","MI",1980,"Fatalities",5
"1334","MI",1981,"Fatalities",0
"1335","MI",1982,"Fatalities",1
"1336","MI",1983,"Fatalities",1
"1337","MI",1984,"Fatalities",1
"1338","MI",1985,"Fatalities",1
"1339","MI",1986,"Fatalities",0
"1340","MI",1987,"Fatalities",7
"1341","MI",1988,"Fatalities",7
"1342","MI",1989,"Fatalities",1
"1343","MI",1990,"Fatalities",1
"1344","MI",1991,"Fatalities",4
"1345","MI",1992,"Fatalities",1
"1346","MI",1993,"Fatalities",0
"1347","MI",1994,"Fatalities",2
"1348","MI",1995,"Fatalities",29
"1349","MI",1996,"Fatalities",7
"1350","MI",1997,"Fatalities",9
"1351","MI",1998,"Fatalities",12
"1352","MI",1999,"Fatalities",6
"1353","MI",2000,"Fatalities",3
"1354","MI",2001,"Fatalities",9
"1355","MI",2002,"Fatalities",7
"1356","MI",2003,"Fatalities",7
"1357","MI",2004,"Fatalities",3
"1358","MI",2005,"Fatalities",2
"1359","MI",2006,"Fatalities",5
"1360","MI",2007,"Fatalities",8
"1361","MI",2008,"Fatalities",8
"1362","MI",2009,"Fatalities",4
"1363","MI",2010,"Fatalities",11
"1364","MI",2011,"Fatalities",9
"1365","MN",1950,"Fatalities",0
"1366","MN",1951,"Fatalities",6
"1367","MN",1952,"Fatalities",0
"1368","MN",1953,"Fatalities",9
"1369","MN",1954,"Fatalities",0
"1370","MN",1955,"Fatalities",2
"1371","MN",1956,"Fatalities",0
"1372","MN",1957,"Fatalities",0
"1373","MN",1958,"Fatalities",2
"1374","MN",1959,"Fatalities",0
"1375","MN",1960,"Fatalities",0
"1376","MN",1961,"Fatalities",0
"1377","MN",1962,"Fatalities",0
"1378","MN",1963,"Fatalities",0
"1379","MN",1964,"Fatalities",0
"1380","MN",1965,"Fatalities",13
"1381","MN",1966,"Fatalities",0
"1382","MN",1967,"Fatalities",14
"1383","MN",1968,"Fatalities",10
"1384","MN",1969,"Fatalities",15
"1385","MN",1970,"Fatalities",0
"1386","MN",1971,"Fatalities",0
"1387","MN",1972,"Fatalities",0
"1388","MN",1973,"Fatalities",1
"1389","MN",1974,"Fatalities",0
"1390","MN",1975,"Fatalities",2
"1391","MN",1976,"Fatalities",1
